sku,season,season_universe,season_tagline,kategori,nama_blend,narrative_context,komposisi_biji,dominant_roast,deskripsi,texture,resep_gramasi,rekomendasi_penyajian
S-SPR-155,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Fresh Brook,The First Ascent · Seasonal collection,Java Ciwidey Dark Natural 50% | Java Sindoro Light WetHulled 25% | Wanoja Kamojang Dark Natural 25%,Dark,"Ketika langkah pertama meninggalkan bekas di tanah yang bersih, blend ini mempertemukan biji-biji dari Java Ciwidey serta Java Sindoro serta Wanoja Kamojang dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Natural dan WetHulled, menghadirkan nuansa tar, charcoal, lime yang bersih namun penuh kedalaman. Untuk langkah pertama yang selalu lebih jujur dari seribu langkah berikutnya.",Thick,Java Ciwidey (Dark / Natural): 500g (50%) | Java Sindoro (Light / WetHulled): 250g (25%) | Wanoja Kamojang (Dark / Natural): 250g (25%) | total: 1000g,Cocok untuk Cold Brew
S-SPR-156,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Climbing Mist,The First Ascent · Seasonal collection,Sembalun Rinjani Medium Anaerobic 60% | Bukit Barisan Dark SemiWashed 40%,Medium,"Di mana benih harapan tumbuh dari tanah yang baru mencair, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Bukit Barisan dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Anaerobic dan SemiWashed, menghadirkan nuansa tamarind, cacao nib, dark caramel yang bersih namun penuh kedalaman. Diciptakan bagi mereka yang memahami bahwa setiap puncak dimulai dari sebuah pagi.",Round,Sembalun Rinjani (Medium / Anaerobic): 600g (60%) | Bukit Barisan (Dark / SemiWashed): 400g (40%) | total: 1000g,Cocok untuk French Press & Espresso
S-SPR-157,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Climbing Tendril,The First Ascent · Seasonal collection,Flores Bajawa Dark Honey 50% | Java Garut Medium SemiWashed 25% | Arjuno Light WetHulled 25%,Medium,"Di mana benih harapan tumbuh dari tanah yang baru mencair, blend ini mempertemukan biji-biji dari Flores Bajawa serta Java Garut serta Arjuno dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Honey dan SemiWashed, menghadirkan nuansa roasted nut, dark sugar, apricot jam yang bersih namun penuh kedalaman. Blend yang merekam kesegaran dari tempat di mana perjalanan baru saja dimulai.",Medium Body,Flores Bajawa (Dark / Honey): 500g (50%) | Java Garut (Medium / SemiWashed): 250g (25%) | Arjuno (Light / WetHulled): 250g (25%) | total: 1000g,Versatile for Espresso & Filter
S-SPR-158,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Nascent Blossom,The First Ascent · Seasonal collection,Java Manglayang Light WetHulled 60% | Papua Dogiyai Medium Wine 40%,Light,"Terinspirasi dari fajar yang menerangi jalur yang belum pernah dilalui, blend ini mempertemukan biji-biji dari Java Manglayang serta Papua Dogiyai dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode WetHulled dan Wine, menghadirkan nuansa tobacco leaf, balsamic, herb yang bersih namun penuh kedalaman. Untuk langkah pertama yang selalu lebih jujur dari seribu langkah berikutnya.",Light Body,Java Manglayang (Light / WetHulled): 600g (60%) | Papua Dogiyai (Medium / Wine): 400g (40%) | total: 1000g,Pour Over Recommended
S-SPR-159,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Gentle Lichen,The First Ascent · Seasonal collection,Solok Radjo Light Wine 50% | Java Preanger Light Washed 25% | Sidikalang Medium WetHulled 25%,Light,"Di mana benih harapan tumbuh dari tanah yang baru mencair, blend ini mempertemukan biji-biji dari Solok Radjo serta Java Preanger serta Sidikalang dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Wine dan Washed, menghadirkan nuansa blackcurrant, mushroom, jasmine yang bersih namun penuh kedalaman. Diciptakan bagi mereka yang memahami bahwa setiap puncak dimulai dari sebuah pagi.",Tea-like,Solok Radjo (Light / Wine): 500g (50%) | Java Preanger (Light / Washed): 250g (25%) | Sidikalang (Medium / WetHulled): 250g (25%) | total: 1000g,Cocok untuk AeroPress
S-SPR-160,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Still Mist,The First Ascent · Seasonal collection,Java Garut Dark Honey 65% | Java Temanggung Medium Wine 35%,Dark,"Di mana benih harapan tumbuh dari tanah yang baru mencair, blend ini mempertemukan biji-biji dari Java Garut serta Java Temanggung dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Honey dan Wine, menghadirkan nuansa burnt caramel, toffee, balsamic yang bersih namun penuh kedalaman. Untuk langkah pertama yang selalu lebih jujur dari seribu langkah berikutnya.",Heavy Body,Java Garut (Dark / Honey): 650g (65%) | Java Temanggung (Medium / Wine): 350g (35%) | total: 1000g,Ideal untuk Ristretto
S-SPR-161,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Breaking Fog,The First Ascent · Seasonal collection,Toraja Kalosi Dark Anaerobic 70% | Java Manglayang Light Honey 30%,Medium,"Terinspirasi dari fajar yang menerangi jalur yang belum pernah dilalui, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Java Manglayang dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Anaerobic dan Honey, menghadirkan nuansa black cherry, white grape, pear yang bersih namun penuh kedalaman. Sebuah perayaan atas keberanian memulai — ketika segala sesuatunya masih bersih dan mungkin.",Balanced,Toraja Kalosi (Dark / Anaerobic): 700g (70%) | Java Manglayang (Light / Honey): 300g (30%) | total: 1000g,Versatile for Espresso & Filter
S-SPR-162,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Waking Snowmelt,The First Ascent · Seasonal collection,Lampung Robusta Premium Dark Anaerobic 55% | Bali Ulian Dark Wine 30% | Solok Radjo Medium Wine 15%,Dark,"Di mana benih harapan tumbuh dari tanah yang baru mencair, blend ini mempertemukan biji-biji dari Lampung Robusta Premium serta Bali Ulian serta Solok Radjo dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Anaerobic dan Wine, menghadirkan nuansa tobacco, balsamic, black cherry yang bersih namun penuh kedalaman. Blend yang merekam kesegaran dari tempat di mana perjalanan baru saja dimulai.",Full Body,Lampung Robusta Premium (Dark / Anaerobic): 550g (55%) | Bali Ulian (Dark / Wine): 300g (30%) | Solok Radjo (Medium / Wine): 150g (15%) | total: 1000g,Ideal untuk Ristretto
S-SPR-163,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Young Bloom,The First Ascent · Seasonal collection,Java Sindoro Medium WetHulled 50% | Sidikalang Medium Wine 25% | Java Preanger Medium SemiWashed 25%,Medium,"Di mana benih harapan tumbuh dari tanah yang baru mencair, blend ini mempertemukan biji-biji dari Java Sindoro serta Sidikalang serta Java Preanger dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode WetHulled dan Wine, menghadirkan nuansa espresso, dark plum, apricot jam yang bersih namun penuh kedalaman. Blend yang merekam kesegaran dari tempat di mana perjalanan baru saja dimulai.",Medium Body,Java Sindoro (Medium / WetHulled): 500g (50%) | Sidikalang (Medium / Wine): 250g (25%) | Java Preanger (Medium / SemiWashed): 250g (25%) | total: 1000g,Cocok untuk French Press & Espresso
S-SPR-164,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Breaking Stratus,The First Ascent · Seasonal collection,Sidikalang Dark Natural 50% | Papua Dogiyai Medium WetHulled 50%,Dark,"Saat kabut pagi pertama mulai mengangkat tirainya, blend ini mempertemukan biji-biji dari Sidikalang serta Papua Dogiyai dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Natural dan WetHulled, menghadirkan nuansa espresso, charcoal, mushroom yang bersih namun penuh kedalaman. Untuk langkah pertama yang selalu lebih jujur dari seribu langkah berikutnya.",Syrupy,Sidikalang (Dark / Natural): 500g (50%) | Papua Dogiyai (Medium / WetHulled): 500g (50%) | total: 1000g,Best for Espresso
S-SPR-165,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,New Frost,The First Ascent · Seasonal collection,Java Garut Dark SemiWashed 50% | Java Puntang Medium Honey 30% | Java Preanger Medium Washed 20%,Dark,"Dari mata air yang baru saja membuka jejaknya di lereng, blend ini mempertemukan biji-biji dari Java Garut serta Java Puntang serta Java Preanger dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode SemiWashed dan Honey, menghadirkan nuansa milk chocolate, dark caramel, maple syrup yang bersih namun penuh kedalaman. Blend yang merekam kesegaran dari tempat di mana perjalanan baru saja dimulai.",Full Body,Java Garut (Dark / SemiWashed): 500g (50%) | Java Puntang (Medium / Honey): 300g (30%) | Java Preanger (Medium / Washed): 200g (20%) | total: 1000g,Best for Espresso
S-SPR-166,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Opening Sunbreak,The First Ascent · Seasonal collection,Temanggung Dark Wine 40% | Solok Radjo Light Anaerobic 60%,Medium,"Ketika langkah pertama meninggalkan bekas di tanah yang bersih, blend ini mempertemukan biji-biji dari Temanggung serta Solok Radjo dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Wine dan Anaerobic, menghadirkan nuansa raspberry, aged wine, lychee yang bersih namun penuh kedalaman. Sebuah perayaan atas keberanian memulai — ketika segala sesuatunya masih bersih dan mungkin.",Velvety,Temanggung (Dark / Wine): 400g (40%) | Solok Radjo (Light / Anaerobic): 600g (60%) | total: 1000g,Versatile for Espresso & Filter
S-SPR-167,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Gentle Rivulet,The First Ascent · Seasonal collection,Sembalun Rinjani Dark WetHulled 70% | Semeru Medium Wine 30%,Dark,"Saat kabut pagi pertama mulai mengangkat tirainya, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Semeru dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode WetHulled dan Wine, menghadirkan nuansa clove, balsamic, roasted grape yang bersih namun penuh kedalaman. Blend yang merekam kesegaran dari tempat di mana perjalanan baru saja dimulai.",Syrupy,Sembalun Rinjani (Dark / WetHulled): 700g (70%) | Semeru (Medium / Wine): 300g (30%) | total: 1000g,Best for Espresso
S-SPR-168,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Fresh Clearwater,The First Ascent · Seasonal collection,Bali Ulian Dark Anaerobic 40% | Gunung Halu Light Natural 35% | Wanoja Kamojang Medium Natural 25%,Medium,"Terinspirasi dari fajar yang menerangi jalur yang belum pernah dilalui, blend ini mempertemukan biji-biji dari Bali Ulian serta Gunung Halu serta Wanoja Kamojang dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Anaerobic dan Natural, menghadirkan nuansa black cherry, blueberry, tropical fruit yang bersih namun penuh kedalaman. Blend yang merekam kesegaran dari tempat di mana perjalanan baru saja dimulai.",Round,Bali Ulian (Dark / Anaerobic): 400g (40%) | Gunung Halu (Light / Natural): 350g (35%) | Wanoja Kamojang (Medium / Natural): 250g (25%) | total: 1000g,Best for Moka Pot
S-SPR-169,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Ascending Rivulet,The First Ascent · Seasonal collection,Bukit Barisan Dark Honey 60% | Lampung Robusta Premium Dark Washed 25% | Java Preanger Medium SemiWashed 15%,Dark,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Bukit Barisan serta Lampung Robusta Premium serta Java Preanger dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Honey dan Washed, menghadirkan nuansa burnt caramel, bitter chocolate, toffee yang bersih namun penuh kedalaman. Diciptakan bagi mereka yang memahami bahwa setiap puncak dimulai dari sebuah pagi.",Full Body,Bukit Barisan (Dark / Honey): 600g (60%) | Lampung Robusta Premium (Dark / Washed): 250g (25%) | Java Preanger (Medium / SemiWashed): 150g (15%) | total: 1000g,Cocok untuk Cold Brew
S-SPR-170,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Rising Lichen,The First Ascent · Seasonal collection,Bali Kintamani Light Natural 40% | Toraja Sapan Medium Washed 35% | Flores Manggarai Light Anaerobic 25%,Light,"Dari mata air yang baru saja membuka jejaknya di lereng, blend ini mempertemukan biji-biji dari Bali Kintamani serta Toraja Sapan serta Flores Manggarai dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Natural dan Washed, menghadirkan nuansa hibiscus, almond, passion fruit yang bersih namun penuh kedalaman. Sebuah perayaan atas keberanian memulai — ketika segala sesuatunya masih bersih dan mungkin.",Light Body,Bali Kintamani (Light / Natural): 400g (40%) | Toraja Sapan (Medium / Washed): 350g (35%) | Flores Manggarai (Light / Anaerobic): 250g (25%) | total: 1000g,Best for V60
S-SPR-171,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,New Clearwater,The First Ascent · Seasonal collection,Temanggung Light Natural 55% | Java Sindoro Light Honey 45%,Light,"Terinspirasi dari fajar yang menerangi jalur yang belum pernah dilalui, blend ini mempertemukan biji-biji dari Temanggung serta Java Sindoro dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Natural dan Honey, menghadirkan nuansa pear, tropical fruit, white grape yang bersih namun penuh kedalaman. Blend yang merekam kesegaran dari tempat di mana perjalanan baru saja dimulai.",Clean,Temanggung (Light / Natural): 550g (55%) | Java Sindoro (Light / Honey): 450g (45%) | total: 1000g,Pour Over Recommended
S-SPR-172,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Stirring Bloom,The First Ascent · Seasonal collection,Java Puntang Dark Anaerobic 55% | Gunung Halu Medium Washed 30% | Java Preanger Light Anaerobic 15%,Medium,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Java Puntang serta Gunung Halu serta Java Preanger dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Anaerobic dan Washed, menghadirkan nuansa dark rum, almond, cola yang bersih namun penuh kedalaman. Untuk langkah pertama yang selalu lebih jujur dari seribu langkah berikutnya.",Balanced,Java Puntang (Dark / Anaerobic): 550g (55%) | Gunung Halu (Medium / Washed): 300g (30%) | Java Preanger (Light / Anaerobic): 150g (15%) | total: 1000g,Cocok untuk French Press & Espresso
S-SPR-173,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Blooming Clearance,The First Ascent · Seasonal collection,Java Preanger Light Wine 70% | Toraja Kalosi Dark Wine 30%,Light,"Di mana benih harapan tumbuh dari tanah yang baru mencair, blend ini mempertemukan biji-biji dari Java Preanger serta Toraja Kalosi dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Wine, menghadirkan nuansa grape must, aged wine, dark espresso yang bersih namun penuh kedalaman. Sebuah perayaan atas keberanian memulai — ketika segala sesuatunya masih bersih dan mungkin.",Light Body,Java Preanger (Light / Wine): 700g (70%) | Toraja Kalosi (Dark / Wine): 300g (30%) | total: 1000g,Best for V60
S-SPR-174,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Young Dew,The First Ascent · Seasonal collection,Wanoja Kamojang Medium Anaerobic 60% | Toraja Sapan Medium Anaerobic 40%,Medium,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Wanoja Kamojang serta Toraja Sapan dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Anaerobic, menghadirkan nuansa tropical punch, fermented fruit, cacao nib yang bersih namun penuh kedalaman. Blend yang merekam kesegaran dari tempat di mana perjalanan baru saja dimulai.",Round,Wanoja Kamojang (Medium / Anaerobic): 600g (60%) | Toraja Sapan (Medium / Anaerobic): 400g (40%) | total: 1000g,Best for Moka Pot
S-SPR-175,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Fresh Fog,The First Ascent · Seasonal collection,Toraja Sapan Medium WetHulled 60% | Bali Ulian Light WetHulled 25% | Java Manglayang Dark Honey 15%,Medium,"Saat kabut pagi pertama mulai mengangkat tirainya, blend ini mempertemukan biji-biji dari Toraja Sapan serta Bali Ulian serta Java Manglayang dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode WetHulled dan Honey, menghadirkan nuansa burnt caramel, earthy, spice yang bersih namun penuh kedalaman. Blend yang merekam kesegaran dari tempat di mana perjalanan baru saja dimulai.",Round,Toraja Sapan (Medium / WetHulled): 600g (60%) | Bali Ulian (Light / WetHulled): 250g (25%) | Java Manglayang (Dark / Honey): 150g (15%) | total: 1000g,Best for Moka Pot
S-SPR-176,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Stirring Brook,The First Ascent · Seasonal collection,Papua Dogiyai Light Washed 45% | Java Ijen Raung Medium WetHulled 35% | Flores Manggarai Dark Wine 20%,Medium,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Papua Dogiyai serta Java Ijen Raung serta Flores Manggarai dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Washed dan WetHulled, menghadirkan nuansa dark espresso, earthy, green tea yang bersih namun penuh kedalaman. Untuk langkah pertama yang selalu lebih jujur dari seribu langkah berikutnya.",Round,Papua Dogiyai (Light / Washed): 450g (45%) | Java Ijen Raung (Medium / WetHulled): 350g (35%) | Flores Manggarai (Dark / Wine): 200g (20%) | total: 1000g,Best for Moka Pot
S-SPR-177,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Thin Stratus,The First Ascent · Seasonal collection,Java Puntang Dark Washed 60% | Arjuno Medium Honey 40%,Dark,"Terinspirasi dari fajar yang menerangi jalur yang belum pernah dilalui, blend ini mempertemukan biji-biji dari Java Puntang serta Arjuno dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Washed dan Honey, menghadirkan nuansa maple syrup, toffee, honey yang bersih namun penuh kedalaman. Diciptakan bagi mereka yang memahami bahwa setiap puncak dimulai dari sebuah pagi.",Bold,Java Puntang (Dark / Washed): 600g (60%) | Arjuno (Medium / Honey): 400g (40%) | total: 1000g,Ideal untuk Ristretto
S-SPR-178,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Drifting Sprig,The First Ascent · Seasonal collection,Temanggung Dark Natural 55% | Temanggung Dark Natural 30% | Java Ciwidey Light WetHulled 15%,Dark,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Temanggung serta Temanggung serta Java Ciwidey dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Natural dan WetHulled, menghadirkan nuansa tar, espresso, lime yang bersih namun penuh kedalaman. Diciptakan bagi mereka yang memahami bahwa setiap puncak dimulai dari sebuah pagi.",Thick,Temanggung (Dark / Natural): 300g (30%) | Java Ciwidey (Light / WetHulled): 150g (15%) | total: 1000g,Best for Batch Brew
S-SPR-179,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,First Vapor,The First Ascent · Seasonal collection,Java Sindoro Medium Wine 50% | Java Ijen Raung Dark Natural 50%,Dark,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Java Sindoro serta Java Ijen Raung dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Wine dan Natural, menghadirkan nuansa espresso, roasted grape, balsamic yang bersih namun penuh kedalaman. Blend yang merekam kesegaran dari tempat di mana perjalanan baru saja dimulai.",Syrupy,Java Sindoro (Medium / Wine): 500g (50%) | Java Ijen Raung (Dark / Natural): 500g (50%) | total: 1000g,Best for Espresso
S-SPR-180,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Rising Brook,The First Ascent · Seasonal collection,Wanoja Kamojang Light SemiWashed 65% | Arjuno Light Washed 35%,Light,"Terinspirasi dari fajar yang menerangi jalur yang belum pernah dilalui, blend ini mempertemukan biji-biji dari Wanoja Kamojang serta Arjuno dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode SemiWashed dan Washed, menghadirkan nuansa peach, citrus, light caramel yang bersih namun penuh kedalaman. Diciptakan bagi mereka yang memahami bahwa setiap puncak dimulai dari sebuah pagi.",Clean,Wanoja Kamojang (Light / SemiWashed): 650g (65%) | Arjuno (Light / Washed): 350g (35%) | total: 1000g,Ideal for Chemex
S-SPR-181,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Blooming Mist,The First Ascent · Seasonal collection,Flores Manggarai Light Natural 70% | Dampit Malang Dark Washed 30%,Light,"Terinspirasi dari fajar yang menerangi jalur yang belum pernah dilalui, blend ini mempertemukan biji-biji dari Flores Manggarai serta Dampit Malang dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Natural dan Washed, menghadirkan nuansa hibiscus, tropical fruit, watermelon yang bersih namun penuh kedalaman. Blend yang merekam kesegaran dari tempat di mana perjalanan baru saja dimulai.",Silky,Flores Manggarai (Light / Natural): 700g (70%) | Dampit Malang (Dark / Washed): 300g (30%) | total: 1000g,Pour Over Recommended
S-SPR-182,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Breaking Dew,The First Ascent · Seasonal collection,Java Manglayang Medium SemiWashed 40% | Java Ijen Raung Medium WetHulled 35% | Flores Bajawa Light Anaerobic 25%,Medium,"Dari mata air yang baru saja membuka jejaknya di lereng, blend ini mempertemukan biji-biji dari Java Manglayang serta Java Ijen Raung serta Flores Bajawa dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode SemiWashed dan WetHulled, menghadirkan nuansa spice, woody, milk caramel yang bersih namun penuh kedalaman. Diciptakan bagi mereka yang memahami bahwa setiap puncak dimulai dari sebuah pagi.",Balanced,Java Manglayang (Medium / SemiWashed): 400g (40%) | Java Ijen Raung (Medium / WetHulled): 350g (35%) | Flores Bajawa (Light / Anaerobic): 250g (25%) | total: 1000g,Best for Moka Pot
S-SPR-183,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Thin Brook,The First Ascent · Seasonal collection,Java Ijen Raung Dark Anaerobic 50% | Java Ijen Raung Dark Wine 30% | Temanggung Dark Honey 20%,Dark,"Di mana benih harapan tumbuh dari tanah yang baru mencair, blend ini mempertemukan biji-biji dari Java Ijen Raung serta Java Ijen Raung serta Temanggung dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Anaerobic dan Wine, menghadirkan nuansa smoked almond, burnt caramel, dark sugar yang bersih namun penuh kedalaman. Sebuah perayaan atas keberanian memulai — ketika segala sesuatunya masih bersih dan mungkin.",Bold,Java Ijen Raung (Dark / Anaerobic): 500g (50%) | Java Ijen Raung (Dark / Wine): 300g (30%) | Temanggung (Dark / Honey): 200g (20%) | total: 1000g,Best for Espresso
S-SPR-184,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Pale Frost,The First Ascent · Seasonal collection,Solok Radjo Dark SemiWashed 50% | Gunung Halu Light Natural 50%,Medium,"Di mana benih harapan tumbuh dari tanah yang baru mencair, blend ini mempertemukan biji-biji dari Solok Radjo serta Gunung Halu dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode SemiWashed dan Natural, menghadirkan nuansa hibiscus, strawberry, walnut yang bersih namun penuh kedalaman. Blend yang merekam kesegaran dari tempat di mana perjalanan baru saja dimulai.",Smooth,Solok Radjo (Dark / SemiWashed): 500g (50%) | Gunung Halu (Light / Natural): 500g (50%) | total: 1000g,Versatile for Espresso & Filter
S-SPR-185,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Morning Haze,The First Ascent · Seasonal collection,Bali Kintamani Medium Honey 50% | Gunung Halu Light Honey 30% | Mandheling Medium Anaerobic 20%,Medium,"Di mana benih harapan tumbuh dari tanah yang baru mencair, blend ini mempertemukan biji-biji dari Bali Kintamani serta Gunung Halu serta Mandheling dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Honey dan Anaerobic, menghadirkan nuansa floral, honey, white grape yang bersih namun penuh kedalaman. Untuk langkah pertama yang selalu lebih jujur dari seribu langkah berikutnya.",Round,Bali Kintamani (Medium / Honey): 500g (50%) | Gunung Halu (Light / Honey): 300g (30%) | Mandheling (Medium / Anaerobic): 200g (20%) | total: 1000g,Versatile for Espresso & Filter
S-SPR-186,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Wispy Sprig,The First Ascent · Seasonal collection,Lintong Onan Dark Honey 45% | Flores Bajawa Medium Honey 55%,Medium,"Ketika langkah pertama meninggalkan bekas di tanah yang bersih, blend ini mempertemukan biji-biji dari Lintong Onan serta Flores Bajawa dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Honey, menghadirkan nuansa macadamia, toffee, dark sugar yang bersih namun penuh kedalaman. Diciptakan bagi mereka yang memahami bahwa setiap puncak dimulai dari sebuah pagi.",Round,Lintong Onan (Dark / Honey): 450g (45%) | Flores Bajawa (Medium / Honey): 550g (55%) | total: 1000g,Versatile for Espresso & Filter
S-SPR-187,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Waking Haze,The First Ascent · Seasonal collection,Toraja Kalosi Light Wine 50% | Java Ciwidey Light Natural 25% | Sembalun Rinjani Medium Natural 25%,Light,"Dari mata air yang baru saja membuka jejaknya di lereng, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Java Ciwidey serta Sembalun Rinjani dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Wine dan Natural, menghadirkan nuansa plum, blackcurrant, dried fig yang bersih namun penuh kedalaman. Untuk langkah pertama yang selalu lebih jujur dari seribu langkah berikutnya.",Light Body,Toraja Kalosi (Light / Wine): 500g (50%) | Java Ciwidey (Light / Natural): 250g (25%) | Sembalun Rinjani (Medium / Natural): 250g (25%) | total: 1000g,Pour Over Recommended
