sku,season,kategori,nama_blend,komposisi_biji,dominant_roast,deskripsi,texture,resep_gramasi,rekomendasi_penyajian
S-SPR-126,Spring,Seasonal Blend,Ember Spring Ridge,Toraja Sapan Dark Wine 45% | Java Puntang Dark Wine 35% | Sembalun Rinjani Dark Wine 20%,Dark,"Aroma bunga yang menyegarkan, blend light ini memadukan biji-biji terbaik dari Toraja Sapan dan Java Puntang dan Sembalun Rinjani. Diproses dengan metode Wine, menghadirkan profil rasa aged wine, tobacco, smoked plum yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Heavy Body,Toraja Sapan (Dark / Wine): 450g (45%) | Java Puntang (Dark / Wine): 350g (35%) | Sembalun Rinjani (Dark / Wine): 200g (20%) | total: 1000g,Cocok untuk Cold Brew
S-SPR-127,Spring,Seasonal Blend,Volcano Spring Ridge,Java Preanger Dark Natural 45% | Solok Radjo Light Anaerobic 35% | Java Sindoro Medium Natural 20%,Medium,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Java Preanger dan Solok Radjo dan Java Sindoro. Diproses dengan metode Natural & Anaerobic, menghadirkan profil rasa dark chocolate, dried fig, licorice yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Velvety,Java Preanger (Dark / Natural): 450g (45%) | Solok Radjo (Light / Anaerobic): 350g (35%) | Java Sindoro (Medium / Natural): 200g (20%) | total: 1000g,Cocok untuk French Press & Espresso
S-SPR-128,Spring,Seasonal Blend,Heritage Spring Valley,Dampit Malang Light Natural 60% | Java Preanger Medium SemiWashed 40%,Light,"Halus seperti angin semi, blend fresh ini memadukan biji-biji terbaik dari Dampit Malang dan Java Preanger. Diproses dengan metode SemiWashed & Natural, menghadirkan profil rasa tropical fruit, watermelon, roasted nut yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Clean,Dampit Malang (Light / Natural): 600g (60%) | Java Preanger (Medium / SemiWashed): 400g (40%) | total: 1000g,Ideal for Chemex
S-SPR-129,Spring,Seasonal Blend,Velvet Spring Story,Temanggung Medium WetHulled 45% | Aceh Gayo Medium Natural 35% | Dampit Malang Light Anaerobic 20%,Medium,"Aroma bunga yang menyegarkan, blend delicate ini memadukan biji-biji terbaik dari Temanggung dan Aceh Gayo dan Dampit Malang. Diproses dengan metode WetHulled & Natural, menghadirkan profil rasa passion fruit, cola, mushroom yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Velvety,Temanggung (Medium / WetHulled): 450g (45%) | Aceh Gayo (Medium / Natural): 350g (35%) | Dampit Malang (Light / Anaerobic): 200g (20%) | total: 1000g,Versatile for Espresso & Filter
S-SPR-130,Spring,Seasonal Blend,Harvest Spring Origin,Java Puntang Light Anaerobic 40% | Bengkulu Light SemiWashed 60%,Light,"Profil rasa yang bersih dan elegan, blend fresh ini memadukan biji-biji terbaik dari Java Puntang dan Bengkulu. Diproses dengan metode SemiWashed & Anaerobic, menghadirkan profil rasa oolong tea, cola, rum raisin yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Clean,Java Puntang (Light / Anaerobic): 400g (40%) | Bengkulu (Light / SemiWashed): 600g (60%) | total: 1000g,Pour Over Recommended
S-SPR-131,Spring,Seasonal Blend,Golden Spring Origin,Bukit Barisan Light Honey 45% | Flores Bajawa Dark Natural 35% | Papua Dogiyai Medium Anaerobic 20%,Medium,"Halus seperti angin semi, blend aromatic ini memadukan biji-biji terbaik dari Bukit Barisan dan Flores Bajawa dan Papua Dogiyai. Diproses dengan metode Honey & Natural, menghadirkan profil rasa dark berry, charcoal, apricot yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Velvety,Bukit Barisan (Light / Honey): 450g (45%) | Flores Bajawa (Dark / Natural): 350g (35%) | Papua Dogiyai (Medium / Anaerobic): 200g (20%) | total: 1000g,Cocok untuk French Press & Espresso
S-SPR-132,Spring,Seasonal Blend,Sunrise Spring Collection,Bengkulu Medium Washed 55% | Flores Manggarai Medium Anaerobic 30% | Lintong Onan Dark Honey 15%,Medium,"Aroma bunga yang menyegarkan, blend delicate ini memadukan biji-biji terbaik dari Bengkulu dan Flores Manggarai dan Lintong Onan. Diproses dengan metode Washed & Honey, menghadirkan profil rasa caramel, fermented fruit, burnt caramel yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Smooth,Bengkulu (Medium / Washed): 550g (55%) | Flores Manggarai (Medium / Anaerobic): 300g (30%) | Lintong Onan (Dark / Honey): 150g (15%) | total: 1000g,Cocok untuk French Press & Espresso
S-SPR-133,Spring,Seasonal Blend,Whisper Spring Signature,Java Puntang Dark WetHulled 55% | Toraja Sapan Dark SemiWashed 45%,Dark,"Aroma bunga yang menyegarkan, blend light ini memadukan biji-biji terbaik dari Java Puntang dan Toraja Sapan. Diproses dengan metode SemiWashed & WetHulled, menghadirkan profil rasa intense spice, bark, walnut yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Heavy Body,Java Puntang (Dark / WetHulled): 550g (55%) | Toraja Sapan (Dark / SemiWashed): 450g (45%) | total: 1000g,Best for Batch Brew
S-SPR-134,Spring,Seasonal Blend,Bronze Spring Spring,Semeru Medium Wine 50% | Java Ciwidey Dark Anaerobic 25% | Papua Dogiyai Medium SemiWashed 25%,Medium,"Aroma bunga yang menyegarkan, blend fresh ini memadukan biji-biji terbaik dari Semeru dan Java Ciwidey dan Papua Dogiyai. Diproses dengan metode SemiWashed & Wine, menghadirkan profil rasa milk caramel, roasted grape, black cherry yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Medium Body,Semeru (Medium / Wine): 500g (50%) | Java Ciwidey (Dark / Anaerobic): 250g (25%) | Papua Dogiyai (Medium / SemiWashed): 250g (25%) | total: 1000g,Cocok untuk French Press & Espresso
S-SPR-135,Spring,Seasonal Blend,Heritage Spring Blend,Java Garut Medium SemiWashed 60% | Arjuno Light WetHulled 40%,Light,"Karakter floral yang memanjakan indra, blend floral ini memadukan biji-biji terbaik dari Java Garut dan Arjuno. Diproses dengan metode SemiWashed & WetHulled, menghadirkan profil rasa vanilla, apricot jam, cedar yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Delicate,Java Garut (Medium / SemiWashed): 600g (60%) | Arjuno (Light / WetHulled): 400g (40%) | total: 1000g,Pour Over Recommended
S-SPR-136,Spring,Seasonal Blend,Ancient Spring Fusion,Java Manglayang Light WetHulled 60% | Papua Dogiyai Medium Wine 40%,Light,"Halus seperti angin semi, blend fresh ini memadukan biji-biji terbaik dari Java Manglayang dan Papua Dogiyai. Diproses dengan metode Wine & WetHulled, menghadirkan profil rasa tobacco leaf, balsamic, herb yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Light Body,Java Manglayang (Light / WetHulled): 600g (60%) | Papua Dogiyai (Medium / Wine): 400g (40%) | total: 1000g,Pour Over Recommended
S-SPR-137,Spring,Seasonal Blend,Twilight Spring Signature,Solok Radjo Light Wine 50% | Java Preanger Light Washed 25% | Sidikalang Medium WetHulled 25%,Light,"Profil rasa yang bersih dan elegan, blend floral ini memadukan biji-biji terbaik dari Solok Radjo dan Java Preanger dan Sidikalang. Diproses dengan metode Washed & Wine, menghadirkan profil rasa blackcurrant, mushroom, jasmine yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Tea-like,Solok Radjo (Light / Wine): 500g (50%) | Java Preanger (Light / Washed): 250g (25%) | Sidikalang (Medium / WetHulled): 250g (25%) | total: 1000g,Cocok untuk AeroPress
S-SPR-138,Spring,Seasonal Blend,Harvest Spring Craft,Java Ciwidey Light Honey 55% | Mandheling Medium Washed 30% | Sidikalang Light Honey 15%,Light,"Karakter floral yang memanjakan indra, blend clean ini memadukan biji-biji terbaik dari Java Ciwidey dan Mandheling dan Sidikalang. Diproses dengan metode Washed & Honey, menghadirkan profil rasa honeysuckle, floral, apricot yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Delicate,Java Ciwidey (Light / Honey): 550g (55%) | Mandheling (Medium / Washed): 300g (30%) | Sidikalang (Light / Honey): 150g (15%) | total: 1000g,Pour Over Recommended
S-SPR-139,Spring,Seasonal Blend,Bronze Spring Crest,Java Temanggung Dark SemiWashed 50% | Bukit Barisan Medium Natural 50%,Dark,"Halus seperti angin semi, blend light ini memadukan biji-biji terbaik dari Java Temanggung dan Bukit Barisan. Diproses dengan metode SemiWashed & Natural, menghadirkan profil rasa molasses, roasted grain, dried fig yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Syrupy,Java Temanggung (Dark / SemiWashed): 500g (50%) | Bukit Barisan (Medium / Natural): 500g (50%) | total: 1000g,Best for Batch Brew
S-SPR-140,Spring,Seasonal Blend,Golden Spring Ridge,Lintong Onan Medium Anaerobic 45% | Temanggung Dark Wine 55%,Dark,"Profil rasa yang bersih dan elegan, blend floral ini memadukan biji-biji terbaik dari Lintong Onan dan Temanggung. Diproses dengan metode Wine & Anaerobic, menghadirkan profil rasa dark espresso, fermented fruit, aged wine yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Full Body,Lintong Onan (Medium / Anaerobic): 450g (45%) | Temanggung (Dark / Wine): 550g (55%) | total: 1000g,Ideal untuk Ristretto
S-SPR-141,Spring,Seasonal Blend,Midnight Spring Chapter,Java Manglayang Medium Honey 55% | Flores Bajawa Medium SemiWashed 30% | Papua Dogiyai Light Natural 15%,Medium,"Profil rasa yang bersih dan elegan, blend delicate ini memadukan biji-biji terbaik dari Java Manglayang dan Flores Bajawa dan Papua Dogiyai. Diproses dengan metode SemiWashed & Honey, menghadirkan profil rasa watermelon, toffee, tropical fruit yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Balanced,Java Manglayang (Medium / Honey): 550g (55%) | Flores Bajawa (Medium / SemiWashed): 300g (30%) | Papua Dogiyai (Light / Natural): 150g (15%) | total: 1000g,Versatile for Espresso & Filter
S-SPR-142,Spring,Seasonal Blend,Celestial Spring Ridge,Lampung Robusta Premium Dark Honey 40% | Sembalun Rinjani Medium Anaerobic 60%,Medium,"Halus seperti angin semi, blend floral ini memadukan biji-biji terbaik dari Lampung Robusta Premium dan Sembalun Rinjani. Diproses dengan metode Honey & Anaerobic, menghadirkan profil rasa tamarind, smoked almond, tropical punch yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Balanced,Lampung Robusta Premium (Dark / Honey): 400g (40%) | Sembalun Rinjani (Medium / Anaerobic): 600g (60%) | total: 1000g,Best for Moka Pot
S-SPR-143,Spring,Seasonal Blend,Ritual Spring Legacy,Lampung Robusta Premium Dark Wine 50% | Toraja Sapan Light Natural 50%,Medium,"Karakter floral yang memanjakan indra, blend aromatic ini memadukan biji-biji terbaik dari Lampung Robusta Premium dan Toraja Sapan. Diproses dengan metode Wine & Natural, menghadirkan profil rasa smoked plum, watermelon, tropical fruit yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Smooth,Lampung Robusta Premium (Dark / Wine): 500g (50%) | Toraja Sapan (Light / Natural): 500g (50%) | total: 1000g,Cocok untuk French Press & Espresso
S-SPR-144,Spring,Seasonal Blend,Elysian Spring Origin,Solok Radjo Light Honey 45% | Flores Manggarai Medium WetHulled 35% | Java Ijen Raung Medium Honey 20%,Light,"Karakter floral yang memanjakan indra, blend clean ini memadukan biji-biji terbaik dari Solok Radjo dan Flores Manggarai dan Java Ijen Raung. Diproses dengan metode Honey & WetHulled, menghadirkan profil rasa nectarine, earthy, spice yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Clean,Solok Radjo (Light / Honey): 450g (45%) | Flores Manggarai (Medium / WetHulled): 350g (35%) | Java Ijen Raung (Medium / Honey): 200g (20%) | total: 1000g,Best for V60
S-SPR-145,Spring,Seasonal Blend,Whisper Spring Journey,Bali Ulian Dark Anaerobic 40% | Gunung Halu Light Natural 35% | Wanoja Kamojang Medium Natural 25%,Medium,"Karakter floral yang memanjakan indra, blend light ini memadukan biji-biji terbaik dari Bali Ulian dan Gunung Halu dan Wanoja Kamojang. Diproses dengan metode Natural & Anaerobic, menghadirkan profil rasa black cherry, blueberry, tropical fruit yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Velvety,Bali Ulian (Dark / Anaerobic): 400g (40%) | Gunung Halu (Light / Natural): 350g (35%) | Wanoja Kamojang (Medium / Natural): 250g (25%) | total: 1000g,Best for Moka Pot
S-SPR-146,Spring,Seasonal Blend,Heritage Spring Legacy,Dampit Malang Medium WetHulled 50% | Java Preanger Medium Washed 25% | Wanoja Kamojang Medium Wine 25%,Medium,"Halus seperti angin semi, blend fresh ini memadukan biji-biji terbaik dari Dampit Malang dan Java Preanger dan Wanoja Kamojang. Diproses dengan metode Washed & Wine, menghadirkan profil rasa tobacco, woody, earthy yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Medium Body,Dampit Malang (Medium / WetHulled): 500g (50%) | Java Preanger (Medium / Washed): 250g (25%) | Wanoja Kamojang (Medium / Wine): 250g (25%) | total: 1000g,Best for Moka Pot
S-SPR-147,Spring,Seasonal Blend,Summit Spring Reserve,Java Temanggung Medium WetHulled 50% | Dampit Malang Dark Honey 30% | Wanoja Kamojang Light Natural 20%,Medium,"Profil rasa yang bersih dan elegan, blend aromatic ini memadukan biji-biji terbaik dari Java Temanggung dan Dampit Malang dan Wanoja Kamojang. Diproses dengan metode Honey & WetHulled, menghadirkan profil rasa smoked almond, strawberry, blueberry yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Balanced,Java Temanggung (Medium / WetHulled): 500g (50%) | Dampit Malang (Dark / Honey): 300g (30%) | Wanoja Kamojang (Light / Natural): 200g (20%) | total: 1000g,Versatile for Espresso & Filter
S-SPR-148,Spring,Seasonal Blend,Bronze Spring Ridge,Lampung Robusta Premium Medium Anaerobic 50% | Lampung Robusta Premium Light Anaerobic 25% | Flores Manggarai Medium WetHulled 25%,Medium,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Lampung Robusta Premium dan Lampung Robusta Premium dan Flores Manggarai. Diproses dengan metode WetHulled & Anaerobic, menghadirkan profil rasa leather, mushroom, fermented fruit yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Velvety,Lampung Robusta Premium (Medium / Anaerobic): 500g (50%) | Lampung Robusta Premium (Light / Anaerobic): 250g (25%) | Flores Manggarai (Medium / WetHulled): 250g (25%) | total: 1000g,Best for Moka Pot
S-SPR-149,Spring,Seasonal Blend,Primal Spring Edition,Sembalun Rinjani Dark WetHulled 60% | Bengkulu Light Anaerobic 25% | Toraja Sapan Light SemiWashed 15%,Medium,"Halus seperti angin semi, blend delicate ini memadukan biji-biji terbaik dari Sembalun Rinjani dan Bengkulu dan Toraja Sapan. Diproses dengan metode SemiWashed & WetHulled, menghadirkan profil rasa clove, lychee, intense earth yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Smooth,Sembalun Rinjani (Dark / WetHulled): 600g (60%) | Bengkulu (Light / Anaerobic): 250g (25%) | Toraja Sapan (Light / SemiWashed): 150g (15%) | total: 1000g,Versatile for Espresso & Filter
S-SPR-150,Spring,Seasonal Blend,Ritual Spring Reserve,Bengkulu Medium Wine 40% | Wanoja Kamojang Dark Natural 35% | Lampung Robusta Premium Dark Washed 25%,Dark,"Aroma bunga yang menyegarkan, blend aromatic ini memadukan biji-biji terbaik dari Bengkulu dan Wanoja Kamojang dan Lampung Robusta Premium. Diproses dengan metode Washed & Wine, menghadirkan profil rasa dark berry, espresso, molasses yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Syrupy,Bengkulu (Medium / Wine): 400g (40%) | Wanoja Kamojang (Dark / Natural): 350g (35%) | Lampung Robusta Premium (Dark / Washed): 250g (25%) | total: 1000g,Best for Batch Brew
S-SPR-151,Spring,Seasonal Blend,Timeless Spring Edition,Toraja Sapan Medium WetHulled 60% | Bali Ulian Light WetHulled 25% | Java Manglayang Dark Honey 15%,Medium,"Halus seperti angin semi, blend clean ini memadukan biji-biji terbaik dari Toraja Sapan dan Bali Ulian dan Java Manglayang. Diproses dengan metode Honey & WetHulled, menghadirkan profil rasa burnt caramel, earthy, spice yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Round,Toraja Sapan (Medium / WetHulled): 600g (60%) | Bali Ulian (Light / WetHulled): 250g (25%) | Java Manglayang (Dark / Honey): 150g (15%) | total: 1000g,Cocok untuk French Press & Espresso
S-SPR-152,Spring,Seasonal Blend,Silk Spring Origin,Sidikalang Light SemiWashed 55% | Papua Dogiyai Light Washed 30% | Java Ijen Raung Medium WetHulled 15%,Light,"Aroma bunga yang menyegarkan, blend floral ini memadukan biji-biji terbaik dari Sidikalang dan Papua Dogiyai dan Java Ijen Raung. Diproses dengan metode SemiWashed & Washed, menghadirkan profil rasa spice, leather, jasmine yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Clean,Sidikalang (Light / SemiWashed): 550g (55%) | Papua Dogiyai (Light / Washed): 300g (30%) | Java Ijen Raung (Medium / WetHulled): 150g (15%) | total: 1000g,Cocok untuk AeroPress
S-SPR-153,Spring,Seasonal Blend,Golden Spring Select,Java Puntang Dark Washed 60% | Arjuno Medium Honey 40%,Dark,"Aroma bunga yang menyegarkan, blend delicate ini memadukan biji-biji terbaik dari Java Puntang dan Arjuno. Diproses dengan metode Washed & Honey, menghadirkan profil rasa maple syrup, toffee, honey yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Syrupy,Java Puntang (Dark / Washed): 600g (60%) | Arjuno (Medium / Honey): 400g (40%) | total: 1000g,Ideal untuk Ristretto
S-SPR-154,Spring,Seasonal Blend,Horizon Spring Story,Java Ciwidey Light WetHulled 70% | Java Ijen Raung Dark Anaerobic 30%,Light,"Aroma bunga yang menyegarkan, blend delicate ini memadukan biji-biji terbaik dari Java Ciwidey dan Java Ijen Raung. Diproses dengan metode WetHulled & Anaerobic, menghadirkan profil rasa dark rum, herb, cedar yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Delicate,Java Ciwidey (Light / WetHulled): 700g (70%) | Java Ijen Raung (Dark / Anaerobic): 300g (30%) | total: 1000g,Pour Over Recommended
S-SPR-155,Spring,Seasonal Blend,Archipelago Spring Signature,Java Sindoro Medium Wine 50% | Java Ijen Raung Dark Natural 50%,Dark,"Aroma bunga yang menyegarkan, blend aromatic ini memadukan biji-biji terbaik dari Java Sindoro dan Java Ijen Raung. Diproses dengan metode Wine & Natural, menghadirkan profil rasa espresso, roasted grape, balsamic yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Syrupy,Java Sindoro (Medium / Wine): 500g (50%) | Java Ijen Raung (Dark / Natural): 500g (50%) | total: 1000g,Best for Espresso
S-SPR-156,Spring,Seasonal Blend,Sunrise Spring Origin,Wanoja Kamojang Light SemiWashed 65% | Arjuno Light Washed 35%,Light,"Aroma bunga yang menyegarkan, blend delicate ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Arjuno. Diproses dengan metode SemiWashed & Washed, menghadirkan profil rasa peach, citrus, light caramel yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Clean,Wanoja Kamojang (Light / SemiWashed): 650g (65%) | Arjuno (Light / Washed): 350g (35%) | total: 1000g,Ideal for Chemex
S-SPR-157,Spring,Seasonal Blend,Velvet Spring Estate,Flores Manggarai Light Natural 70% | Dampit Malang Dark Washed 30%,Light,"Karakter floral yang memanjakan indra, blend clean ini memadukan biji-biji terbaik dari Flores Manggarai dan Dampit Malang. Diproses dengan metode Washed & Natural, menghadirkan profil rasa hibiscus, tropical fruit, watermelon yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Silky,Flores Manggarai (Light / Natural): 700g (70%) | Dampit Malang (Dark / Washed): 300g (30%) | total: 1000g,Pour Over Recommended
S-SPR-158,Spring,Seasonal Blend,Ancient Spring Peak,Java Manglayang Medium SemiWashed 40% | Java Ijen Raung Medium WetHulled 35% | Flores Bajawa Light Anaerobic 25%,Medium,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Java Manglayang dan Java Ijen Raung dan Flores Bajawa. Diproses dengan metode SemiWashed & WetHulled, menghadirkan profil rasa spice, woody, milk caramel yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Smooth,Java Manglayang (Medium / SemiWashed): 400g (40%) | Java Ijen Raung (Medium / WetHulled): 350g (35%) | Flores Bajawa (Light / Anaerobic): 250g (25%) | total: 1000g,Versatile for Espresso & Filter
S-SPR-159,Spring,Seasonal Blend,Serenity Spring Reserve,Java Ijen Raung Dark Wine 45% | Temanggung Dark Honey 35% | Flores Bajawa Dark Natural 20%,Dark,"Profil rasa yang bersih dan elegan, blend delicate ini memadukan biji-biji terbaik dari Java Ijen Raung dan Temanggung dan Flores Bajawa. Diproses dengan metode Wine & Natural, menghadirkan profil rasa dark sugar, espresso, tar yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Heavy Body,Java Ijen Raung (Dark / Wine): 450g (45%) | Temanggung (Dark / Honey): 350g (35%) | Flores Bajawa (Dark / Natural): 200g (20%) | total: 1000g,Best for Batch Brew
S-SPR-160,Spring,Seasonal Blend,Volcano Spring Edition,Java Manglayang Light Wine 40% | Kerinci Kayu Aro Medium Anaerobic 60%,Light,"Halus seperti angin semi, blend fresh ini memadukan biji-biji terbaik dari Java Manglayang dan Kerinci Kayu Aro. Diproses dengan metode Wine & Anaerobic, menghadirkan profil rasa dark cherry, blackcurrant, tropical punch yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Delicate,Java Manglayang (Light / Wine): 400g (40%) | Kerinci Kayu Aro (Medium / Anaerobic): 600g (60%) | total: 1000g,Ideal for Chemex
S-SPR-161,Spring,Seasonal Blend,Twilight Spring Fusion,Bali Kintamani Dark Honey 50% | Toraja Kalosi Medium Honey 30% | Java Puntang Medium SemiWashed 20%,Dark,"Aroma bunga yang menyegarkan, blend delicate ini memadukan biji-biji terbaik dari Bali Kintamani dan Toraja Kalosi dan Java Puntang. Diproses dengan metode SemiWashed & Honey, menghadirkan profil rasa toffee, macadamia, dark sugar yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Heavy Body,Bali Kintamani (Dark / Honey): 500g (50%) | Toraja Kalosi (Medium / Honey): 300g (30%) | Java Puntang (Medium / SemiWashed): 200g (20%) | total: 1000g,Best for Espresso
S-SPR-162,Spring,Seasonal Blend,Celestial Spring Crest,Java Ciwidey Dark Washed 45% | Bali Kintamani Dark WetHulled 55%,Dark,"Karakter floral yang memanjakan indra, blend light ini memadukan biji-biji terbaik dari Java Ciwidey dan Bali Kintamani. Diproses dengan metode Washed & WetHulled, menghadirkan profil rasa bitter chocolate, molasses, dark roast yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Thick,Java Ciwidey (Dark / Washed): 450g (45%) | Bali Kintamani (Dark / WetHulled): 550g (55%) | total: 1000g,Ideal untuk Ristretto
S-SPR-163,Spring,Seasonal Blend,Sacred Spring Craft,Java Manglayang Light WetHulled 55% | Bali Ulian Dark SemiWashed 30% | Temanggung Light WetHulled 15%,Light,"Profil rasa yang bersih dan elegan, blend floral ini memadukan biji-biji terbaik dari Java Manglayang dan Bali Ulian dan Temanggung. Diproses dengan metode SemiWashed & WetHulled, menghadirkan profil rasa lime, cedar, tobacco leaf yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Tea-like,Java Manglayang (Light / WetHulled): 550g (55%) | Bali Ulian (Dark / SemiWashed): 300g (30%) | Temanggung (Light / WetHulled): 150g (15%) | total: 1000g,Cocok untuk AeroPress
S-SPR-164,Spring,Seasonal Blend,Horizon Spring Reserve,Gunung Halu Medium Natural 45% | Java Garut Light Honey 35% | Bukit Barisan Dark Wine 20%,Medium,"Aroma bunga yang menyegarkan, blend aromatic ini memadukan biji-biji terbaik dari Gunung Halu dan Java Garut dan Bukit Barisan. Diproses dengan metode Honey & Wine, menghadirkan profil rasa prune, aged wine, smoked plum yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Medium Body,Gunung Halu (Medium / Natural): 450g (45%) | Java Garut (Light / Honey): 350g (35%) | Bukit Barisan (Dark / Wine): 200g (20%) | total: 1000g,Versatile for Espresso & Filter
S-SPR-165,Spring,Seasonal Blend,Bronze Spring Reserve,Kerinci Kayu Aro Light Natural 50% | Flores Manggarai Medium SemiWashed 50%,Light,"Halus seperti angin semi, blend fresh ini memadukan biji-biji terbaik dari Kerinci Kayu Aro dan Flores Manggarai. Diproses dengan metode SemiWashed & Natural, menghadirkan profil rasa strawberry, vanilla, blueberry yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Silky,Kerinci Kayu Aro (Light / Natural): 500g (50%) | Flores Manggarai (Medium / SemiWashed): 500g (50%) | total: 1000g,Ideal for Chemex
S-SPR-166,Spring,Seasonal Blend,Ancient Spring Estate,Gunung Halu Dark Wine 55% | Sidikalang Dark Honey 45%,Dark,"Halus seperti angin semi, blend aromatic ini memadukan biji-biji terbaik dari Gunung Halu dan Sidikalang. Diproses dengan metode Wine & Honey, menghadirkan profil rasa smoked almond, toffee, aged wine yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Bold,Gunung Halu (Dark / Wine): 550g (55%) | Sidikalang (Dark / Honey): 450g (45%) | total: 1000g,Best for Espresso
S-SPR-167,Spring,Seasonal Blend,Copper Spring Reserve,Semeru Light Natural 55% | Java Temanggung Light Honey 45%,Light,"Profil rasa yang bersih dan elegan, blend floral ini memadukan biji-biji terbaik dari Semeru dan Java Temanggung. Diproses dengan metode Honey & Natural, menghadirkan profil rasa honeysuckle, nectarine, strawberry yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Tea-like,Semeru (Light / Natural): 550g (55%) | Java Temanggung (Light / Honey): 450g (45%) | total: 1000g,Ideal for Chemex
